Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Decision
8.541,11.402,12.815,6.016,7.959,498.855,Moderate
8.327,13.29,9.394,4.654,9.426,395.202,Minor
7.95,11.394,11.903,5.641,7.848,3.606,Good
9.431,13.714,11.312,5.688,8.221,3.697,Good
9.065,10.618,11.606,5.341,8.295,4.569,Good
7.533,13.761,10.646,4.601,8.462,314.077,Minor
8.683,1292.618,13.038,387.306,8.916,342.981,Critical
7.504,12.231,11.177,4.514,956.548,4.111,Critical
9.292,12.458,13.616,4.661,9.605,4.228,Good
9.908,16.148,9.812,5.587,1024.339,4.242,Critical
10.159,14.242,1617.447,5.503,970.723,403.92,Critical
7.825,13.694,14.178,4.654,8.431,472.291,Moderate
7.669,13.868,10.86,4.572,7.271,461.54,Moderate
6.885,15.255,13.006,4.445,9.247,3.914,Good
8.195,15.392,12.221,4.286,8.895,3.317,Good
8.931,12.503,11.969,5.455,8.905,389.629,Minor
9.276,11.499,14.774,4.748,8.04,364.098,Minor
7.501,15.183,12.634,4.414,8.428,4.459,Good
9.763,1506.831,12.328,4.301,8.365,394.255,Critical
7.037,11.944,9.748,3.578,8.558,508.734,Moderate
10.416,13.59,12.815,5.195,9.209,467.757,Moderate
935.765,11.596,13.191,4.399,6.414,2.465,Critical
7.987,12.917,13.473,4.909,7.143,501.926,Moderate
8.412,14.22,13.871,3.686,8.277,320.827,Minor
855.532,12.985,12.313,4.646,8.961,545.677,Critical
8.699,16.163,10.854,5.124,780.237,4.181,Moderate
7.691,13.796,11.91,4.211,8.14,2.978,Good
7.228,13.57,13.419,4.582,8.682,4.661,Good
9.387,14.559,13.419,4.644,10.927,3.33,Good
8.639,14.948,1111.582,5.51,9.344,4.063,Critical
8.794,15.466,14.119,5.812,838.343,4.584,Moderate
8.318,15.127,10.19,4.517,8.161,437.478,Moderate
7.338,15.419,8.612,5.075,7.421,487.876,Moderate
7.194,13.303,11.1,4.916,8.512,4.151,Good
7.347,11.577,10.692,6.449,9.817,376.054,Minor
7.427,14.176,11.354,519.299,9.249,361.907,Moderate
9.935,13.454,13.38,5.447,6.953,412.549,Minor
11.608,14.558,12.49,523.99,9.257,454.651,Critical
7.533,12.901,11.116,4.723,9.157,3.192,Good
7.837,13.306,10.25,6.332,9.652,5.172,Moderate
10.332,12.928,10.86,5.727,9.565,470.073,Moderate
8.931,13.152,11.23,4.61,9.637,4.293,Good
9.68,12.234,11.201,517.79,7.421,413.713,Critical
9.252,13.41,8.994,3.416,7.526,332.927,Minor
9.067,11.807,11.606,5.641,7.477,334.523,Minor
8.284,12.137,12.634,3.941,8.927,4.984,Good
8.816,11.543,13.038,4.353,7.815,370.699,Minor
9.891,13.761,1355.159,5.136,8.14,430.187,Critical
6.366,12.487,11.01,4.027,8.723,518.079,Moderate
7.18,14.963,11.879,5.38,8.742,432.164,Moderate
970.02,13.467,12.54,4.762,8.227,4.137,Critical
6.899,12.795,10.065,341.594,7.579,3.377,Minor
8.639,13.547,1303.85,3.66,9.485,4.016,Critical
8.593,12.168,12.402,4.376,8.301,412.098,Minor
795.048,1259.92,9.862,4.762,8.669,377.479,Critical
9.153,11.484,10.371,4.16,9.823,491.649,Moderate
8.201,15.182,10.603,5.049,8.861,370.699,Minor
9.485,13.341,14.009,5.812,7.848,4.112,Good
8.351,10.664,12.721,4.774,6.569,500.74,Moderate
6.899,13.328,14.609,5.952,8.771,5.234,Good
9.004,13.523,11.036,4.338,7.552,385.555,Minor
766.859,14.743,12.49,6.185,7.211,533.264,Critical
6.638,12.968,9.394,6.015,10.529,481.347,Moderate
8.378,12.592,13.579,5.118,9.633,4.471,Good
7.533,12.766,1152.452,5.088,6.888,471.797,Critical
9.17,12.243,13.38,4.722,8.428,3.896,Good
794.482,12.047,12.21,4.843,7.801,3.181,Moderate
8.651,14.022,1417.768,4.454,8.414,347.551,Critical
7.737,12.745,14.84,457.233,8.104,3.641,Moderate
10.209,11.164,10.122,6.472,8.886,281.621,Minor
7.812,15.392,14.836,5.355,10.049,552.252,Moderate
8.284,1616.282,12.815,4.149,9.218,4.336,Critical
8.33,15.549,11.234,567.234,9.912,4.223,Minor
7.556,15.183,10.86,4.645,1046.307,446.994,Critical
10.313,11.495,12.835,464.375,8.905,2.816,Moderate
910.807,12.604,1210.962,428.262,8.851,3.619,Critical
8.699,13.547,11.1,515.112,7.552,501.867,Critical
8.766,15.524,13.046,5.384,7.961,5.056,Good
8.565,12.896,10.544,594.02,7.157,4.112,Moderate
8.33,13.291,10.86,5.626,8.65,446.712,Moderate
9.128,11.994,11.969,429.966,8.572,482.592,Critical
9.754,13.714,986.163,419.932,8.04,421.189,Critical
8.16,14.559,11.09,4.952,869.816,461.54,Critical
9.585,15.067,11.694,5.003,7.74,411.668,Minor
9.123,15.067,8.994,5.122,9.642,5.458,Good
7.852,11.243,10.692,4.581,10.097,3.039,Critical
9.771,14.507,12.376,607.198,9.415,4.052,Moderate
9.953,12.399,11.706,4.867,7.587,3.852,Good
8.705,15.714,13.011,4.263,6.569,3.33,Minor
9.908,13.39,972.352,3.714,7.272,438.276,Critical
7.859,13.561,12.594,4.466,8.723,5.043,Good
10.313,15.127,10.122,4.554,9.415,445.92,Moderate
8.508,11.944,1332.068,4.514,9.605,455.361,Critical
8.489,14.852,1135.428,4.853,8.241,367.738,Critical
8.395,14.452,12.718,6.133,8.425,4.228,Good
7.722,14.557,11.931,466.049,9.082,4.283,Moderate
10.645,12.593,11.09,4.909,9.652,461.612,Moderate
8.371,11.929,9.394,6.472,8.416,3.238,Good
9.84,10.182,14.844,4.283,8.846,469.907,Moderate
9.527,14.629,11.457,5.542,9.44,4.791,Good
9.262,13.868,14.553,484.228,10.681,5.457,Moderate
8.067,12.137,1029.742,5.074,8.104,331.651,Critical
10.786,11.905,11.067,4.878,9.603,362.344,Minor
8.589,13.467,11.177,6.14,9.229,368.796,Minor
7.59,11.637,13.97,512.201,9.07,4.963,Moderate
8.736,14.889,12.627,5.493,7.32,442.686,Moderate
7.669,12.561,11.969,6.239,7.89,4.754,Good
976.298,14.676,12.102,4.332,7.632,4.902,Critical
10.115,13.288,1211.889,5.337,8.682,437.656,Critical
8.519,14.896,10.297,4.657,9.629,442.312,Moderate
9.319,13.559,11.73,6.185,8.341,4.329,Good
7.306,12.078,1159.194,4.445,9.542,3.667,Critical
9.908,14.055,12.492,5.151,7.81,3.485,Good
7.945,11.378,13.579,5.291,7.524,4.416,Critical
6.71,10.927,1271.843,4.787,995.69,4.372,Critical
9.519,15.112,11.565,4.975,8.332,416.548,Minor
10.483,13.467,11.307,529.057,8.905,450.819,Critical
9.147,14.631,13.871,3.431,8.221,541.227,Moderate
8.816,13.881,12.376,4.735,7.183,370.193,Minor
9.236,13.389,12.433,4.16,9.363,4.871,Good
9.701,10.227,13.618,613.964,10.428,3.208,Moderate
7.945,13.042,12.901,4.528,9.053,297.817,Minor
9.245,14.558,11.332,4.39,8.207,437.715,Moderate
9.406,12.84,12.749,5.63,7.463,367.161,Minor
7.732,13.126,11.706,535.556,8.855,3.077,Moderate
7.307,13.983,14.21,4.332,980.749,3.568,Critical
9.562,13.389,11.592,5.255,8.414,2.95,Good
7.812,13.359,11.067,408.791,8.069,4.107,Minor
8.146,13.12,11.962,5.159,9.947,412.821,Minor
8.755,13.59,11.09,5.379,7.519,4.36,Good
7.865,12.095,14.149,576.86,8.25,3.667,Moderate
7.721,13.143,9.394,5.882,6.953,414.446,Minor
9.014,12.998,10.098,4.645,9.385,556.063,Moderate
9.458,11.933,13.405,6.072,7.271,393.988,Minor
10.501,14.865,13.479,5.636,8.241,4.256,Moderate
9.009,12.842,1029.742,400.8,8.659,5.1,Critical
9.631,11.88,12.982,4.219,8.573,4.063,Good
10.07,11.402,13.006,5.134,8.277,376.033,Minor
9.302,13.595,10.236,4.666,9.016,446.568,Moderate
9.4,13.804,11.854,3.686,9.623,3.713,Good
8.157,12.066,10.694,4.878,7.672,4.487,Good
9.641,12.608,13.348,633.516,7.357,4.128,Moderate
9.493,12.581,11.457,4.375,7.841,4.601,Good
7.651,13.152,15.252,4.42,7.782,3.661,Good
7.996,12.795,12.49,530.527,9.458,5.156,Moderate
10.479,11.994,12.221,3.873,7.871,4.607,Good
8.028,15.93,11.073,4.469,7.234,432.868,Moderate
9.004,13.567,12.5,4.281,8.939,5.043,Good
9.672,12.839,12.854,6.239,8.646,4.016,Minor
9.045,12.175,12.433,6.166,9.62,4.242,Good
8.285,13.119,11.116,4.363,8.488,479.786,Moderate
9.545,12.689,13.046,5.379,9.229,4.377,Good
9.631,12.926,12.49,4.609,9.974,4.372,Good
10.104,11.318,11.565,3.519,10.001,3.43,Good
9.236,13.288,12.355,5.217,8.858,257.05,Minor
9.58,14.266,1054.355,3.625,8.202,511.041,Critical
7.205,14.176,10.643,5.931,9.225,590.698,Moderate
9.137,10.227,11.482,4.027,9.477,5.11,Good
7.651,13.54,12.835,4.033,8.688,414.446,Minor
11.229,14.865,11.399,5.243,8.659,4.891,Good
8.565,12.066,12.758,4.843,10.097,5.114,Good
11.06,13.936,14.609,456.177,8.022,3.879,Minor
8.052,11.99,10.544,4.003,9.47,4.491,Good
9.021,11.495,1240.229,4.151,10.065,3.43,Critical
9.147,14.643,11.073,446.611,7.445,4.459,Moderate
9.641,14.676,13.65,5.174,6.85,4.102,Good
9.159,13.961,11.312,497.505,8.773,481.347,Critical
8.531,12.839,14.84,4.792,8.341,4.039,Good
8.922,12.97,10.148,5.587,7.853,466.211,Moderate
8.571,15.831,12.275,4.445,8.808,406.306,Minor
8.187,12.437,12.518,4.981,9.205,451.375,Moderate
9.519,13.641,1292.195,435.44,7.179,4.963,Critical
9.452,14.559,10.917,4.219,8.931,3.192,Good
7.945,12.86,13.216,534.267,8.492,4.108,Moderate
7.18,11.707,12.178,5.518,8.492,3.794,Good
9.245,14.101,10.371,6.449,7.955,422.841,Minor
6.402,14.121,13.403,486.564,7.502,445.92,Critical
9.849,12.023,9.931,4.514,9.586,3.619,Good
9.236,12.314,13.774,551.676,10.681,4.188,Moderate
7.732,14.445,10.51,4.768,7.49,415.121,Minor
9.208,12.437,9.862,4.272,8.495,382.349,Minor
7.576,1259.451,10.603,4.966,9.225,442.634,Critical
11.439,13.313,12.007,5.826,9.238,4.182,Good
8.172,13.41,1111.533,633.516,8.573,4.219,Critical
8.674,12.465,11.661,4.757,9.618,4.569,Good
9.468,11.201,11.838,5.24,10.249,456.448,Moderate
11.06,13.962,12.49,4.107,8.742,4.092,Good
8.216,13.702,10.694,5.518,9.212,371.058,Minor
7.835,13.038,12.433,4.948,9.681,383.46,Minor
6.91,13.291,11.338,3.276,7.906,477.348,Moderate
8.16,14.751,1294.928,3.821,8.119,500.74,Critical
8.159,11.254,14.774,6.888,10.297,377.904,Minor
8.196,14.902,14.587,4.722,8.414,379.683,Minor
8.051,16.477,12.06,5.463,9.173,3.148,Good
9.436,13.912,10.753,5.215,8.095,415.843,Minor
10.214,12.968,10.456,4.737,8.688,4.916,Good
9.458,12.312,11.934,4.096,8.497,3.345,Good
7.721,10.822,11.669,5.217,10.681,518.079,Moderate
7.722,16.508,10.569,4.899,9.419,3.623,Good
7.859,15.127,11.669,5.315,9.167,534.933,Moderate
8.673,12.551,12.221,4.914,9.94,3.194,Good
7.347,13.119,12.184,3.535,7.217,3.952,Good
8.52,12.078,11.606,4.843,8.782,4.245,Good
9.276,12.312,13.774,3.578,8.45,406.786,Minor
8.986,13.456,9.748,4.879,9.968,395.915,Minor
9.4,13.02,12.079,5.666,9.247,3.786,Good
7.661,12.582,9.801,425.026,9.974,353.675,Moderate
9.004,12.744,13.901,3.88,8.47,3.79,Good
7.95,11.802,14.587,5.298,7.898,4.031,Minor
8.067,12.744,15.252,5.118,8.54,391.448,Minor
7.224,12.443,11.177,5.913,9.447,424.93,Minor
8.611,1287.488,14.382,3.984,883.16,411.111,Critical
8.258,11.722,13.38,437.474,10.473,4.656,Moderate
8.986,15.255,10.065,3.873,6.854,4.656,Good
9.7,13.93,12.43,489.888,8.488,393.988,Critical
9.299,12.085,13.216,5.636,9.242,3.884,Good
8.882,10.936,9.718,5.624,9.089,347.287,Minor
8.164,13.525,11.549,5.345,9.829,4.849,Good
7.404,13.493,1094.223,5.952,8.221,4.344,Critical
7.912,11.495,12.908,4.899,8.797,4.107,Good
9.021,11.841,11.177,5.088,8.855,4.377,Critical
8.971,14.887,11.966,539.326,7.672,378.604,Critical
10.104,12.643,11.067,5.809,8.525,393.393,Minor
9.631,11.378,10.371,4.454,7.904,407.082,Minor
9.119,11.285,10.854,4.16,8.863,4.855,Good
8.979,12.74,1408.927,5.688,8.611,3.11,Critical
7.852,12.839,11.593,5.172,885.903,318.054,Critical
8.073,14.069,10.065,4.972,10.075,481.794,Moderate
718.251,12.137,12.655,5.124,7.506,4.121,Moderate
8.348,13.498,1169.44,5.243,9.577,3.948,Critical
7.453,13.523,14.178,4.591,8.87,3.561,Moderate
10.645,13.59,11.116,2.902,6.688,337.671,Minor
9.299,12.065,10.692,5.708,9.17,4.062,Good
7.045,13.134,1062.19,4.514,8.742,3.86,Critical
9.908,12.601,11.728,4.86,7.907,480.94,Moderate
9.283,11.809,1139.924,4.463,8.2,412.076,Critical
9.276,12.928,975.761,4.455,7.554,448.69,Critical
10.238,13.567,11.116,479.23,9.707,3.635,Moderate
902.078,15.382,13.312,4.867,757.911,5.11,Critical
7.669,12.542,1525.153,366.415,7.216,3.415,Critical
8.603,10.379,1045.59,5.447,8.496,5.259,Critical
8.635,14.101,12.007,4.843,741.842,494.437,Critical
9.103,1539.195,11.966,3.994,10.463,4.203,Critical
8.754,14.832,10.643,3.625,10.737,3.521,Good
8.863,13.859,11.611,5.337,10.927,3.546,Good
8.778,10.057,12.518,4.046,9.321,456.93,Moderate
8.088,14.889,12.275,4.952,7.421,388.859,Minor
10.624,1449.249,13.152,5.284,7.183,246.511,Critical
9.354,13.313,11.338,3.942,778.924,376.033,Critical
10.18,12.643,11.307,4.787,7.211,379.414,Minor
9.021,13.637,13.937,4.164,8.905,4.128,Good
8.678,15.525,14.84,4.856,9.611,4.303,Good
9.845,12.744,12.102,6.303,8.14,501.848,Moderate
8.386,12.306,14.553,473.468,8.874,4.671,Moderate
7.179,12.066,12.079,3.92,6.854,4.323,Good
8.957,11.827,12.642,4.601,8.965,4.426,Good
7.859,11.735,15.923,4.951,8.477,391.448,Minor
9.283,13.693,12.402,4.39,10.249,3.79,Good
7.95,13.02,11.816,5.647,8.1,403.92,Minor
8.433,11.243,13.552,4.96,8.495,4.989,Good
7.721,11.802,1155.819,4.376,9.026,505.593,Critical
7.852,13.389,12.355,5.438,8.855,4.256,Good
8.555,12.436,11.425,5.06,10.494,430.471,Minor
9.299,11.609,12.035,6.888,8.227,282.961,Minor
9.771,13.983,9.931,3.734,8.797,475.685,Moderate
8.552,11.88,11.482,4.432,8.504,425.634,Minor
8.284,15.5,10.065,4.646,9.285,348.846,Minor
7.788,14.464,12.109,3.883,10.096,437.715,Moderate
9.292,13.073,10.917,4.774,10.529,379.414,Minor
10.159,1283.241,10.51,4.654,6.569,414.592,Critical
8.855,11.997,13.616,4.107,8.149,390.125,Minor
9.834,11.438,1331.18,471.062,7.898,334.523,Critical
8.927,12.928,11.903,4.609,7.963,3.328,Good
8.043,13.045,12.758,5.518,7.482,319.394,Minor
8.736,10.618,12.594,4.367,6.304,379.664,Minor
9.292,13.936,10.179,6.14,912.308,4.202,Critical
10.52,15.18,11.728,5.571,9.142,353.675,Minor
8.638,13.042,10.456,4.486,8.144,4.235,Good
8.296,10.419,9.931,4.096,6.953,4.578,Good
7.307,11.26,12.835,290.214,6.636,411.186,Moderate
9.818,1233.289,11.312,5.337,8.845,429.269,Critical
9.363,12.286,9.758,4.393,8.792,3.425,Good
9.989,13.898,1319.738,4.205,9.253,2.68,Critical
7.987,14.889,14.836,3.568,7.524,3.43,Good
1027.77,13.554,10.594,5.952,8.202,4.232,Critical
7.514,1329.146,11.036,6.026,10.394,3.472,Critical
10.238,10.936,10.153,3.578,9.652,3.624,Good
7.261,12.839,11.234,4.367,8.816,4.382,Good
9.926,12.688,9.801,543.977,8.124,4.742,Moderate
8.17,12.047,11.91,5.405,7.875,4.383,Good
7.501,15.587,10.065,484.256,8.669,448.075,Critical
8.378,14.055,13.186,4.578,9.652,4.367,Good
9.265,14.241,15.923,2.902,7.884,311.038,Minor
8.885,11.164,13.38,6.749,9.229,3.562,Good
8.21,13.995,11.728,4.469,9.421,3.11,Minor
8.522,14.126,1048,5.608,7.551,311.038,Critical
9.416,12.344,12.835,5.184,10.009,5.333,Good
9.743,15.127,12.492,5.94,8.611,3.797,Good
9.416,9.51,11.558,474.495,9.577,382.349,Moderate
7.915,15.831,1483.966,4.909,9.224,3.473,Critical
10.089,11.9,12.634,5.931,8.022,388.625,Minor
9.104,12.443,12.627,4.413,6.688,4.953,Good
10.053,13.013,13.443,506.751,869.769,326.108,Critical
10.416,12.347,1256.98,4.445,8.55,4.055,Critical
7.699,11.164,12.815,3.519,7.626,356.782,Minor
8.216,11.133,9.394,4.757,6.636,331.669,Minor
9.354,12.917,12.5,5.542,9.026,5.019,Good
10.26,12.904,10.153,558.278,10.383,301.874,Minor
9.265,13.471,13.321,4.528,9.817,355.015,Minor
9.818,13.962,10.544,4.644,8.411,3.872,Good
9.899,11.679,10.629,549.291,8.147,4.282,Moderate
8.784,11.227,13.321,5.013,8.611,4.202,Good
10.254,1425.519,14.149,3.941,8.525,4.146,Critical
8.593,12.899,11.378,5.796,9.47,3.831,Good
8.492,13.962,13.521,3.793,8.928,513.001,Moderate
8.911,12.459,11.332,5.174,10.001,373.672,Minor
8.902,13.073,13.493,4.155,10.737,437.046,Moderate
9.743,13.41,13.38,5.503,7.877,4.612,Good
9.049,10.057,11.457,4.566,8.828,4.813,Critical
9.672,12.367,9.344,4.517,6.885,4.891,Good
10.266,12.896,11.23,4.367,9.599,4.507,Good
9.436,12.047,1207.881,500.978,8.227,541.949,Critical
6.749,15.382,14.844,4.539,9.843,342.154,Minor
10.045,12.023,14.21,5.672,852.541,3.856,Moderate
7.912,12.507,10.242,482.17,9.875,3.282,Moderate
7.661,14.451,13.071,3.994,7.357,3.377,Good
10.181,11.394,12.5,427.077,8.788,4.741,Minor
7.865,14.181,10.83,4.463,8.39,4.305,Good
8.855,13.829,11.201,4.666,9.016,410.7,Minor
8.494,12.244,13.579,529.057,9.577,4.765,Moderate
10.089,12.507,12.355,327.589,8.437,318.565,Minor
7.487,13.29,10.19,512.614,9.882,491.968,Critical
9.319,11.318,1116.924,5.345,10.927,3.342,Critical
9.431,12.56,11.457,5.327,8.156,3.872,Good
8.857,12.137,11.338,404.928,834.154,394.237,Critical
9.637,16.386,14.774,5.45,6.854,3.856,Good
8.433,12.841,12.815,4.909,8.812,456.932,Moderate
7.912,12.581,12.57,4.654,8.698,3.869,Good
7.837,13.797,14.626,4.514,7.626,363.441,Minor
10.266,14.887,12.57,4.195,11.135,425.634,Minor
7.721,12.169,13.908,4.654,7.582,402.558,Minor
9.79,1143.95,15.02,3.76,8.85,3.345,Critical
7.037,13.342,8.612,484.343,9.829,357.626,Moderate
7.59,12.545,10.122,3.37,7.926,377.479,Minor
10.278,12.072,1137.839,5.231,10.049,332.185,Critical
8.141,14.075,11.01,532.672,8.876,3.921,Moderate
9.159,12.092,10.236,5.888,10.428,390.125,Minor
8.062,11.355,9.718,5.882,8.313,4.102,Good
8.812,13.042,14.215,5.583,8.483,4.045,Moderate
8.005,14.787,11.457,4.111,9.249,3.901,Good
9.441,12.794,13.65,4.591,7.126,3.127,Good
9.502,12.926,12.245,6.207,7.49,422.841,Minor
8.762,13.493,12.109,5.395,7.463,395.181,Minor
8.285,14.05,13.618,4.376,8.504,410.211,Minor
9.84,13.328,12.275,5.508,8.504,4.305,Good
8.685,12.48,9.862,4.867,9.173,4.791,Minor
9.119,11.679,13.152,4.875,8.845,5.433,Good
8.885,11.254,10.544,3.535,7.211,363.441,Minor
9.7,13.447,13.197,5.877,8.119,412.842,Minor
8.468,12.078,11.934,5.479,9.624,4.699,Good
7.899,12.699,11.177,4.464,8.341,3.727,Good
8.492,10.854,14.215,4.39,8.332,5.13,Good
7.835,11.164,10.753,4.463,9.229,360.946,Minor
10.692,13.641,12.901,3.519,7.56,489.131,Moderate
9.69,14.452,1220.978,5.533,879.719,4.62,Critical
8.86,14.157,1344.299,4.748,9.882,460.678,Critical
9.257,12.699,11.09,428.054,8.709,4.025,Minor
7.837,15.801,9.801,4.768,799.954,3.275,Moderate
8.974,1159.751,13.443,3.76,668.771,4.075,Critical
8.029,14.852,14.119,4.188,9.089,414.609,Minor
8.683,12.472,10.646,5.277,8.04,3.192,Good
8.396,12.604,11.879,457.868,8.797,452.343,Critical
9.502,13.199,12.922,4.675,9.611,4.195,Good
8.541,13.391,10.917,5.063,8.161,3.464,Critical
9.34,13.003,11.482,4.039,7.506,4.05,Good
11.229,11.109,9.344,4.351,8.434,432.123,Minor
10.699,14.729,13.041,3.955,8.099,467.102,Moderate
856.717,12.208,13.283,5.441,1052.862,4.984,Critical
8.121,11.948,10.297,4.947,8.176,511.147,Moderate
9.527,12.719,1190.334,5.193,7.756,420.306,Critical
10.053,13.197,12.035,5.108,10.737,442.686,Moderate
8.522,14.464,12.11,6.128,10.043,507.895,Moderate
8.678,14.241,15.02,566.591,9.829,4.855,Moderate
7.59,14.264,13.038,4.966,7.242,405.809,Minor
9.436,12.455,11.399,5.194,10.344,414.609,Minor
7.737,11.767,1617.447,4.768,6.364,354.503,Critical
8.412,13.388,11.558,4.514,7.272,3.914,Good
8.008,13.02,14.178,3.416,7.907,467.232,Moderate
9.989,10.227,10.236,4.61,7.321,3.981,Good
7.94,14.141,11.969,5.492,7.566,332.927,Minor
10.327,15.419,14.84,4.819,956.548,373.672,Critical
10.786,11.707,1166.121,4.645,7.764,3.811,Critical
10.416,13.797,11.307,4.601,9.237,328.237,Minor
8.373,13.479,1301.143,4.124,9,3.612,Critical
10.483,14.057,13.579,5.517,8.304,428.765,Moderate
9.211,1403.12,13.197,5.877,7.802,410.833,Critical
8.739,11.584,11.167,3.488,7.64,5.079,Good
7.837,14.755,12.178,4.164,9.562,471.682,Moderate
8.157,14.852,11.201,3.837,8.1,475.408,Moderate
9.4,12.794,15.49,6.631,8.211,4.307,Good
8.974,14.03,12.007,4.722,7.96,4.03,Good
8.678,11.057,12.355,5.569,749.448,480.962,Critical
6.922,13.149,12.627,471.441,6.045,3.901,Moderate
9.92,1230.628,13.941,4.572,10.243,4.754,Critical
10.255,12.375,12.328,4.403,809.545,3.865,Moderate
10.483,14.452,11.332,5.195,7.963,5.523,Good
10.214,13.641,11.706,5.001,9.92,319.193,Minor
8.589,12.105,11.728,4.757,8.709,4.529,Good
9.238,12.658,11.46,4.591,9.94,520.182,Moderate
9.809,14.492,13.473,4.28,7.848,382.349,Minor
9.112,13.02,1127.348,5.931,8.497,3.181,Critical
8.886,14.273,13.312,5.434,10.494,5.197,Good
7.258,14.387,1152.452,498.008,7.552,3.79,Critical
8.589,12.904,12.949,4.013,7.506,4.65,Good
8.159,10.618,13.611,5.701,8.172,466.126,Moderate
8.284,14.45,10.998,5.877,9.184,496.311,Minor
7.404,14.852,12.655,5.184,8.211,4.784,Good
9.513,13.081,8.612,4.351,7.848,3.623,Critical
8.284,12.439,10.831,401.263,8.082,4.223,Minor
9.743,12.374,12.11,5.447,8.723,314.06,Minor
7.899,13.005,9.931,4.364,10.075,5.759,Minor
9.432,13.388,13.186,3.994,8.39,393.861,Minor
7.978,13.312,10.798,3.989,8.1,327.487,Minor
7.81,13.23,12.854,4.572,9.642,3.855,Good
8.051,11.73,12.5,4.731,8.573,414.523,Minor
10.26,10.664,14.804,4.645,7.583,450.641,Moderate
7.183,13.359,14.553,5.532,8.411,5.233,Good
8.857,15.539,10.643,5.277,7.64,4.151,Good
7.515,14.055,12.119,4.645,8.104,3.4,Good
8.492,10.91,10.236,3.92,849.739,4.121,Moderate
10.692,14.557,11.312,4.046,9.188,2.914,Good
8.674,13.48,15.492,526.642,7.672,2.895,Moderate
9.869,12.592,10.86,5.41,8.414,369.377,Minor
8.895,13.197,11.758,5.379,7.486,4.741,Good
8.555,13.96,11.962,5.151,9.565,4.607,Good
10.284,11.583,14.836,551.007,8.447,4.607,Moderate
6.899,11.929,14.523,4.271,7.634,318.054,Minor
8.72,15.182,11.01,4.16,11.135,530.925,Moderate
7.516,10.616,12.922,6.044,8.2,455.916,Moderate
10.593,11.994,1411.899,5.217,7.055,4.228,Critical
9.123,13.575,11.73,472.199,8.868,4.757,Moderate
9.675,12.023,9.394,4.486,10.428,477.985,Moderate
7.183,15.707,12.007,4.844,7.453,3.76,Good
9.309,11.64,13.493,4.951,7.938,430.652,Minor
7.978,12.688,13.197,4.602,6.603,5.19,Good
9.343,11.133,11.728,4.463,7.463,5.907,Minor
9.971,15.269,11.771,4.749,7.633,3.141,Good
8.918,15.392,13.901,5.908,6.974,4.055,Good
9.214,1379.728,10.798,437.644,7.242,5.156,Critical
8.593,13.239,12.275,3.898,9.62,3.475,Good
9.278,11.438,10.643,494.759,7.952,460.115,Critical
8.686,13.097,11.988,4.126,8.144,5.155,Critical
8.363,11.641,9.748,6.044,889.492,4.953,Critical
9.465,1518.307,10.974,4.354,6.973,393.861,Critical
10.52,13.303,1111.582,4.952,9.577,4.96,Critical
8.067,14.285,12.458,5.01,8.104,4.498,Good
8.901,13.239,11.832,5.195,9.624,420.713,Minor
8.673,11.881,10.065,4.445,8.425,4.616,Good
7.899,11.013,12.119,5.871,6.85,439.008,Moderate
10.049,13.962,9.51,5.172,8.513,385.464,Minor
8.705,10.419,12.079,5.441,9.599,3.33,Good
9.054,12.901,13.041,4.464,9.633,3.561,Good
9.281,13.328,12.815,5.158,9.47,360.635,Minor
8.073,11.724,13.774,4.787,744.81,4.068,Moderate
9.432,14.057,14.386,4.745,11.135,4.701,Good
8.494,12.208,11.669,5.284,7.583,3.492,Good
8.857,14.532,9.862,4.564,8.455,4.344,Critical
9.009,1342.157,13.778,4.707,8.89,3.521,Critical
9.103,11.53,12.873,6.335,9.707,3.33,Good
8.338,11.197,1196.61,4.286,8.477,377.835,Critical
9.637,14.121,11.482,658.924,9.02,422.295,Critical
10.332,12.375,10.569,4.107,7.749,3.934,Good
9.17,13.239,1318.637,4.562,8.088,3.995,Critical
10.089,9.916,12.402,5.061,7.768,314.78,Minor
9.436,12.306,14.84,501.27,10.737,4.305,Moderate
8.104,13.658,10.153,3.994,8.176,4.902,Good
9.299,12.507,12.21,5.088,10.049,3.606,Good
9.141,14.963,11.669,5.583,7.601,3.039,Moderate
10.344,13.525,11.497,4.263,7.418,3.181,Good
8.571,13.898,14.774,4.572,8.136,477.985,Moderate
8.035,13.804,11.73,5.282,9.851,378.999,Minor
8.144,11.891,12.21,5.355,9.862,341.488,Minor
10.07,16.04,10.065,454.056,7.502,4.564,Moderate
7.487,14.133,11.23,6.332,9.123,4.367,Good
6.402,11.841,11.816,3.625,7.749,3.952,Good
8.164,12.695,13.774,4.591,10.479,3.505,Good
9.637,13.042,14.844,4.403,7.772,436.081,Moderate
8.005,11.927,12.119,5.277,9.096,3.345,Good
8.519,13.013,13.443,4.635,7.874,4.754,Good
8.494,14.629,14.216,4.757,6.953,3.856,Minor
10.606,14.851,14.009,4.744,9.817,3.974,Good
10.645,11.837,10.122,5.524,7.884,4.616,Good
6.899,12.782,11.073,5.585,9.419,523.304,Moderate
7.486,13.554,11.606,465.664,7.418,333.049,Moderate
10.059,12.839,13.35,588.197,9.92,495.291,Critical
8.974,15.067,12.221,586.661,7.272,3.342,Moderate
10.699,12.27,14.119,398.415,8.855,3.713,Minor
